iter	AUC	Logloss
7103	0.9999940395	0.1930107722
7104	0.9999940395	0.192983066
7105	0.9999940395	0.1929461287
7106	0.9999940395	0.1929160495
7107	0.9999940395	0.192885162
7108	0.9999940395	0.1928511844
7109	0.9999940395	0.1928186932
7110	0.9999941587	0.1927907392
7111	0.9999940395	0.1927710385
7112	0.9999941587	0.192742563
7113	0.9999941587	0.1927098762
7114	0.9999941587	0.1926774241
7115	0.9999941587	0.1926401348
7116	0.9999941587	0.1926121678
7117	0.9999941587	0.1925827796
7118	0.999994278	0.1925459858
7119	0.999994278	0.1925179015
7120	0.999994278	0.192496936
7121	0.999994278	0.1924630367
7122	0.999994278	0.1924403632
7123	0.999994278	0.1924056815
7124	0.9999943376	0.1923687703
7125	0.9999943376	0.1923351709
7126	0.9999943376	0.1923191469
7127	0.9999943376	0.1922841002
7128	0.9999943376	0.1922476583
7129	0.9999943376	0.1922258845
7130	0.9999943376	0.1921869785
7131	0.9999943376	0.1921557911
7132	0.9999943376	0.1921293756
7133	0.9999943376	0.192090626
7134	0.9999944568	0.1920651103
7135	0.9999944568	0.192038082
7136	0.9999944568	0.1920009231
7137	0.9999944568	0.1919812354
7138	0.9999944568	0.1919436201
7139	0.9999944568	0.1919089515
7140	0.9999944568	0.191876356
7141	0.9999944568	0.1918462898
7142	0.9999944568	0.1918097568
7143	0.9999944568	0.1917765615
7144	0.9999945164	0.1917468865
7145	0.9999944568	0.1917160641
7146	0.9999945164	0.1916827515
7147	0.9999945164	0.1916530765
7148	0.9999945164	0.1916196595
7149	0.9999945164	0.1915819139
7150	0.9999945164	0.1915538165
7151	0.9999945164	0.1915330076
7152	0.9999945164	0.1915097343
7153	0.9999946356	0.1914669951
7154	0.9999946356	0.1914309053
7155	0.9999946356	0.1913955717
7156	0.9999946356	0.1913579173
7157	0.9999946952	0.1913249828
7158	0.9999946952	0.1912944473
7159	0.9999946952	0.1912683057
7160	0.9999946952	0.1912289042
7161	0.9999946952	0.1911997898
7162	0.9999948144	0.191171549
7163	0.9999948144	0.1911444035
7164	0.999994874	0.1911119514
7165	0.999994874	0.1910749619
7166	0.999994874	0.191050411
7167	0.999994874	0.1910224961
7168	0.999994874	0.1910003964
7169	0.999994874	0.190962755
7170	0.999994874	0.1909359876
7171	0.999994874	0.1909025576
7172	0.999994874	0.1908672501
7173	0.999994874	0.1908476015
7174	0.999994874	0.1908235981
7175	0.999994874	0.1907926324
7176	0.999994874	0.1907557472
7177	0.999994874	0.1907243512
7178	0.999994874	0.1906941156
7179	0.999994874	0.1906593818
7180	0.999994874	0.190623292
7181	0.9999949932	0.1905880367
7182	0.999994874	0.1905510733
7183	0.999994874	0.1905199902
7184	0.9999949932	0.1904931706
7185	0.9999949932	0.1904568722
7186	0.9999949932	0.1904227251
7187	0.9999949932	0.1903986044
7188	0.9999949932	0.1903640401
7189	0.9999949932	0.190326816
7190	0.9999949932	0.1903015609
7191	0.9999949932	0.1902793699
7192	0.9999949932	0.1902497601
7193	0.9999949932	0.1902227579
7194	0.9999949932	0.1901835781
7195	0.9999950528	0.1901504219
7196	0.9999950528	0.1901167051
7197	0.9999950528	0.1900823494
7198	0.9999950528	0.1900519443
7199	0.999995172	0.1900166759
7200	0.999995172	0.1899929985
7201	0.9999951124	0.1899555266
7202	0.999995172	0.1899173638
7203	0.999995172	0.1898875584
7204	0.999995172	0.189853659
7205	0.999995172	0.1898203986
7206	0.999995172	0.1897827442
7207	0.999995172	0.1897483363
7208	0.999995172	0.1897137981
7209	0.9999952018	0.189673171
7210	0.9999952316	0.1896396889
7211	0.9999952316	0.1896114611
7212	0.9999952316	0.1895799217
7213	0.9999952316	0.1895424368
7214	0.9999952316	0.1895116666
7215	0.9999952316	0.1894817048
7216	0.9999952316	0.1894432029
7217	0.9999952316	0.1894154054
7218	0.9999952316	0.1893841659
7219	0.9999952316	0.1893526525
7220	0.9999952316	0.1893203177
7221	0.9999952316	0.1892823243
7222	0.9999952316	0.1892485814
7223	0.9999952316	0.1892199234
7224	0.9999952316	0.1891871975
7225	0.9999952316	0.1891632202
7226	0.9999952316	0.1891334801
7227	0.9999952316	0.1891063866
7228	0.9999952316	0.1890798799
7229	0.9999952316	0.1890450418
7230	0.9999952316	0.1890117161
7231	0.9999952316	0.1889814936
7232	0.9999952316	0.1889491849
7233	0.9999952316	0.1889200184
7234	0.9999953508	0.1888854801
7235	0.9999952912	0.1888555053
7236	0.9999953508	0.1888197936
7237	0.9999953508	0.1887826738
7238	0.9999953508	0.1887569363
7239	0.9999953508	0.1887213681
7240	0.9999953508	0.1886895809
7241	0.9999953508	0.1886598798
7242	0.9999953508	0.1886238292
7243	0.9999953508	0.1885938673
7244	0.9999954104	0.1885596159
7245	0.9999954104	0.1885246214
7246	0.9999954104	0.1884891313
7247	0.9999954104	0.1884619858
7248	0.9999954104	0.188432728
7249	0.9999954104	0.1883942392
7250	0.9999954104	0.1883679541
7251	0.9999954104	0.1883470278
7252	0.9999954104	0.1883120593
7253	0.9999955297	0.188279542
7254	0.9999955297	0.188247481
7255	0.9999955297	0.1882183015
7256	0.9999955297	0.1881816771
7257	0.9999955297	0.1881543621
7258	0.9999955297	0.188121936
7259	0.9999955297	0.1880866155
7260	0.9999955297	0.1880546067
7261	0.9999955297	0.1880338237
7262	0.9999955297	0.1879968213
7263	0.9999955297	0.1879631827
7264	0.9999955297	0.1879272363
7265	0.9999955297	0.1879059058
7266	0.9999955893	0.187872893
7267	0.9999955297	0.1878518493
7268	0.9999955893	0.1878313141
7269	0.9999955893	0.1877962674
7270	0.9999955893	0.1877607252
7271	0.9999955893	0.1877440754
7272	0.9999955893	0.1877158998
7273	0.9999955893	0.1876882327
7274	0.9999955893	0.1876605396
7275	0.9999955893	0.1876280614
7276	0.9999955893	0.1876016068
7277	0.9999955893	0.1875731314
7278	0.9999955893	0.1875361811
7279	0.9999955893	0.1875103784
7280	0.9999955893	0.1874819942
7281	0.9999955893	0.1874475864
7282	0.9999955893	0.1874096321
7283	0.9999955893	0.1873775972
7284	0.9999955893	0.1873488219
7285	0.9999955893	0.1873164349
7286	0.9999955893	0.1872890938
7287	0.9999955893	0.1872521696
7288	0.9999955893	0.1872245546
7289	0.9999955893	0.1871877086
7290	0.9999955893	0.1871545133
7291	0.9999955893	0.1871139253
7292	0.9999955893	0.1870817731
7293	0.9999957085	0.1870628155
7294	0.9999957085	0.1870256045
7295	0.9999957085	0.1870003103
7296	0.9999957085	0.186970179
7297	0.9999957085	0.1869392132
7298	0.9999957085	0.1869040622
7299	0.9999957085	0.1868839833
7300	0.9999957085	0.1868556643
7301	0.9999957085	0.1868305788
7302	0.9999957085	0.1868039026
7303	0.9999957085	0.186776418
7304	0.9999958277	0.1867395199
7305	0.9999957085	0.1867156208
7306	0.9999958277	0.1866771711
7307	0.9999958277	0.1866499604
7308	0.9999958277	0.1866247314
7309	0.9999958277	0.1865989418
7310	0.9999958277	0.1865735173
7311	0.9999958277	0.1865467498
7312	0.9999958277	0.1865205821
7313	0.9999958277	0.1864922892
7314	0.9999958277	0.186456408
7315	0.9999958277	0.1864228085
7316	0.9999958277	0.186394985
7317	0.9999958277	0.1863660532
7318	0.9999958873	0.1863338618
7319	0.9999958873	0.1863012793
7320	0.9999958873	0.1862653069
7321	0.9999958873	0.1862340151
7322	0.9999958873	0.1861999202
7323	0.9999958873	0.1861693325
7324	0.9999960065	0.1861363328
7325	0.9999958873	0.1861090699
7326	0.9999960065	0.1860833585
7327	0.9999960065	0.1860606981
7328	0.9999960065	0.1860295759
7329	0.9999960065	0.1860004224
7330	0.9999960065	0.1859674618
7331	0.9999960065	0.1859284906
7332	0.9999960065	0.1859043569
7333	0.9999960065	0.1858758683
7334	0.9999960661	0.1858481491
7335	0.9999960661	0.1858159447
7336	0.9999960661	0.1858002597
7337	0.9999960661	0.1857681336
7338	0.9999960661	0.1857284974
7339	0.9999960661	0.1857045722
7340	0.9999960661	0.1856760968
7341	0.9999960661	0.185647165
7342	0.9999961853	0.185614778
7343	0.9999961853	0.1855883626
7344	0.9999961853	0.1855547631
7345	0.9999961853	0.1855281912
7346	0.9999961853	0.1854902891
7347	0.9999961853	0.1854639259
7348	0.9999961853	0.1854274058
7349	0.9999961853	0.1853952666
7350	0.9999961853	0.1853706505
7351	0.9999961853	0.1853383809
7352	0.9999961853	0.1853071934
7353	0.9999962449	0.1852783399
7354	0.9999962449	0.1852444144
7355	0.9999962449	0.1852104629
7356	0.9999961853	0.1851770199
7357	0.9999962449	0.1851441114
7358	0.9999962449	0.1851209425
7359	0.9999962449	0.1850947096
7360	0.9999962449	0.1850608102
7361	0.9999962449	0.1850368721
7362	0.9999962449	0.1850076534
7363	0.9999962449	0.1849714463
7364	0.9999962449	0.1849452525
7365	0.9999962449	0.1849182373
7366	0.9999962449	0.1848886797
7367	0.9999962449	0.1848537242
7368	0.9999962449	0.1848198118
7369	0.9999962449	0.1847843609
7370	0.9999962449	0.1847558724
7371	0.9999962449	0.1847218427
7372	0.9999963641	0.1846904727
7373	0.9999963641	0.1846669257
7374	0.9999963641	0.1846344475
7375	0.9999963641	0.1846138862
7376	0.9999963641	0.1845801172
7377	0.9999963641	0.1845449532
7378	0.9999963641	0.1845157345
7379	0.9999963641	0.1844872721
7380	0.9999963641	0.1844651332
7381	0.9999963641	0.184443907
7382	0.9999963641	0.1844072826
7383	0.9999963641	0.1843789375
7384	0.9999963641	0.1843437995
7385	0.9999964237	0.1843133944
7386	0.9999964237	0.1842909687
7387	0.9999964237	0.184262754
7388	0.9999964237	0.1842306278
7389	0.9999964237	0.1841968849
7390	0.9999964237	0.1841650977
7391	0.9999964237	0.1841418115
7392	0.9999964237	0.1841078208
7393	0.9999964237	0.184074091
7394	0.9999965429	0.1840418735
7395	0.9999965429	0.1840135806
7396	0.9999965429	0.1839750657
7397	0.9999965429	0.1839435132
7398	0.9999965429	0.1839058067
7399	0.9999965429	0.1838742542
7400	0.9999965429	0.1838463655
7401	0.9999965429	0.1838131571
7402	0.9999965429	0.1837795837
7403	0.9999965429	0.1837508736
7404	0.9999965429	0.1837137016
7405	0.9999965429	0.1836765557
7406	0.9999965429	0.1836501273
7407	0.9999965429	0.1836214432
7408	0.9999965429	0.1835924853
7409	0.9999965429	0.1835618716
7410	0.9999965429	0.1835385723
7411	0.9999965429	0.1835041905
7412	0.9999966025	0.1834721556
7413	0.9999966025	0.1834422068
7414	0.9999966025	0.1834060257
7415	0.9999966025	0.1833725827
7416	0.9999966025	0.1833471191
7417	0.9999966025	0.183325945
7418	0.9999966025	0.1833004683
7419	0.9999966025	0.1832732445
7420	0.9999966025	0.1832462554
7421	0.9999967217	0.1832121474
7422	0.9999966025	0.1831805819
7423	0.9999966025	0.1831435534
7424	0.9999967217	0.1831155212
7425	0.9999967217	0.1830862895
7426	0.9999967217	0.1830624296
7427	0.9999967217	0.1830351797
7428	0.9999967217	0.1829997418
7429	0.9999967217	0.1829720617
7430	0.9999967217	0.1829457897
7431	0.9999967217	0.1829202087
7432	0.9999967217	0.1828909118
7433	0.9999967217	0.1828570255
7434	0.9999967217	0.1828387068
7435	0.9999967217	0.1828067241
7436	0.9999967217	0.1827770491
7437	0.9999967217	0.1827501643
7438	0.9999967217	0.1827157695
7439	0.9999967217	0.1826924702
7440	0.9999967217	0.1826549723
7441	0.9999967217	0.1826273834
7442	0.9999967813	0.182597565
7443	0.9999967813	0.1825712278
7444	0.9999967813	0.1825321783
7445	0.9999967813	0.1825023078
7446	0.9999967813	0.1824720721
7447	0.9999967813	0.1824455263
7448	0.9999967813	0.1824172204
7449	0.9999969006	0.1823917046
7450	0.9999969006	0.182364885
7451	0.9999967813	0.182333502
7452	0.9999967813	0.182312693
7453	0.9999967813	0.1822827572
7454	0.9999969006	0.1822479061
7455	0.9999969006	0.1822143066
7456	0.9999969006	0.1821863657
7457	0.9999967813	0.1821559606
7458	0.9999969006	0.1821242777
7459	0.9999969006	0.182099492
7460	0.9999969006	0.18207661
7461	0.9999969006	0.1820469219
7462	0.9999969006	0.1820123576
7463	0.9999969006	0.181969501
7464	0.9999969006	0.1819422642
7465	0.9999969006	0.1819091471
7466	0.9999969006	0.1818844266
7467	0.9999969006	0.1818669945
7468	0.9999969006	0.1818331473
7469	0.9999969006	0.1818061973
7470	0.9999969006	0.1817725066
7471	0.9999969006	0.1817393765
7472	0.9999969006	0.181706468
7473	0.9999969006	0.1816834686
7474	0.9999969006	0.1816503645
7475	0.9999969602	0.1816217717
7476	0.9999969006	0.181596947
7477	0.9999969006	0.1815727741
7478	0.9999969602	0.1815355891
7479	0.9999969602	0.1815129939
7480	0.9999969602	0.1814825236
7481	0.9999969602	0.1814558865
7482	0.9999969602	0.1814271372
7483	0.9999969602	0.1813991311
7484	0.9999969602	0.1813732763
7485	0.9999969602	0.1813377342
7486	0.9999969602	0.1813130919
7487	0.9999969602	0.181281722
7488	0.9999970794	0.1812440415
7489	0.9999970794	0.1812118763
7490	0.9999970794	0.1811811973
7491	0.9999970794	0.1811466721
7492	0.9999970794	0.1811092003
7493	0.9999970794	0.181077048
7494	0.9999970794	0.1810465256
7495	0.9999970794	0.1810120656
7496	0.9999970794	0.1809834467
7497	0.9999970794	0.1809551798
7498	0.9999970794	0.1809157001
7499	0.9999970794	0.1808927659
7500	0.9999970794	0.1808666634
7501	0.9999970794	0.1808352282
7502	0.9999970794	0.180813676
7503	0.9999970794	0.1807916675
7504	0.9999970794	0.1807593328
7505	0.9999970794	0.1807294492
7506	0.9999970794	0.1806984964
7507	0.9999970794	0.180676501
7508	0.9999970794	0.1806488208
7509	0.9999970794	0.1806240612
7510	0.9999970794	0.1805925088
7511	0.9999970794	0.1805654414
7512	0.9999970794	0.1805356621
7513	0.999997139	0.1805076952
7514	0.9999971986	0.1804764425
7515	0.9999971986	0.1804421781
7516	0.9999971986	0.1804164798
7517	0.9999971986	0.1803917463
7518	0.9999971986	0.1803601677
7519	0.9999971986	0.180327507
7520	0.9999971986	0.1802955373
7521	0.9999971986	0.1802671661
7522	0.9999971986	0.1802342968
7523	0.9999971986	0.1802018186
7524	0.9999971986	0.1801665372
7525	0.9999971986	0.1801433552
7526	0.9999972582	0.1801150883
7527	0.9999972582	0.1800839922
7528	0.9999972582	0.1800537305
7529	0.9999972582	0.1800263763
7530	0.9999972582	0.1799978357
7531	0.9999972582	0.1799713029
7532	0.9999972582	0.1799410281
7533	0.9999972582	0.179913687
7534	0.9999972582	0.179877193
7535	0.9999972582	0.1798540632
7536	0.9999972582	0.1798300208
7537	0.9999972582	0.1797977512
7538	0.9999972582	0.1797742563
7539	0.9999972582	0.1797528736
7540	0.9999972582	0.179727749
7541	0.9999972582	0.179692624
7542	0.9999972582	0.1796712153
7543	0.9999972582	0.1796467947
7544	0.9999973774	0.1796224523
7545	0.9999973774	0.179589596
7546	0.9999973774	0.1795634674
7547	0.9999973774	0.1795340271
7548	0.9999973774	0.1794976636
7549	0.9999973774	0.1794680146
7550	0.9999973774	0.1794454064
7551	0.9999973774	0.1794181174
7552	0.9999973774	0.1793905807
7553	0.9999973774	0.1793674248
7554	0.9999973774	0.1793386755
7555	0.9999973774	0.1793098871
7556	0.9999973774	0.1792755054
7557	0.9999973774	0.1792451002
7558	0.9999973774	0.1792169246
7559	0.9999973774	0.1791861414
7560	0.9999973774	0.1791517988
7561	0.9999973774	0.1791263351
7562	0.9999973774	0.1791056043
7563	0.9999973774	0.179076503
7564	0.9999973774	0.1790471931
7565	0.9999973774	0.179020191
7566	0.9999973774	0.1789928107
7567	0.9999973774	0.1789668386
7568	0.999997437	0.1789306184
7569	0.999997437	0.1789003698
7570	0.999997437	0.1788684392
7571	0.999997437	0.1788327927
7572	0.999997437	0.1788060252
7573	0.999997437	0.1787821001
7574	0.999997437	0.1787459712
7575	0.999997437	0.1787148881
7576	0.999997437	0.1787020194
7577	0.999997437	0.1786795545
7578	0.999997437	0.1786420696
7579	0.999997437	0.1786191876
7580	0.999997437	0.1785898516
7581	0.999997437	0.1785643097
7582	0.999997437	0.1785401108
7583	0.999997437	0.1785100055
7584	0.9999975562	0.1784757411
7585	0.999997437	0.1784424415
7586	0.999997437	0.1784227668
7587	0.999997437	0.1783935612
7588	0.999997437	0.1783659984
7589	0.9999974966	0.1783351891
7590	0.9999975562	0.1783058922
7591	0.9999975562	0.1782702718
7592	0.9999975562	0.178243048
7593	0.9999975562	0.1782128385
7594	0.9999975562	0.1781931247
7595	0.9999975562	0.1781679349
7596	0.9999975562	0.1781454961
7597	0.9999975562	0.1781171119
7598	0.9999975562	0.1780867719
7599	0.9999975562	0.1780641115
7600	0.9999975562	0.1780285954
7601	0.9999975562	0.1779932879
7602	0.9999975562	0.1779603143
7603	0.9999975562	0.1779314737
7604	0.9999975562	0.177900182
7605	0.9999975562	0.1778673779
7606	0.9999975562	0.1778359818
7607	0.9999975562	0.1778183411
7608	0.9999975562	0.1777889921
7609	0.9999975562	0.1777524069
7610	0.9999975562	0.1777185075
7611	0.9999975562	0.1776942564
7612	0.9999975562	0.1776658852
7613	0.9999975562	0.1776334983
7614	0.9999976158	0.1775972651
7615	0.9999975562	0.1775639133
7616	0.9999975562	0.1775380325
7617	0.9999976158	0.1775058542
7618	0.9999976158	0.1774729327
7619	0.9999976158	0.1774475081
7620	0.9999976158	0.177412331
7621	0.9999976158	0.1773802309
7622	0.9999976158	0.1773455623
7623	0.9999976158	0.1773122497
7624	0.9999976158	0.1772847912
7625	0.9999976158	0.1772575543
7626	0.9999976158	0.1772205258
7627	0.9999976158	0.1771935367
7628	0.9999976158	0.1771626361
7629	0.9999976158	0.1771335218
7630	0.9999976158	0.1771103659
7631	0.9999976158	0.1770866755
7632	0.999997735	0.1770523328
7633	0.999997735	0.1770287206
7634	0.999997735	0.1769969856
7635	0.999997735	0.1769740774
7636	0.999997735	0.1769498394
7637	0.999997735	0.1769170743
7638	0.999997735	0.1768896419
7639	0.999997735	0.1768558469
7640	0.999997735	0.1768266152
7641	0.999997735	0.1767962231
7642	0.999997735	0.1767606679
7643	0.999997735	0.176729663
7644	0.999997735	0.1766961026
7645	0.999997735	0.1766720341
7646	0.9999977946	0.1766458142
7647	0.999997735	0.1766207417
7648	0.9999977946	0.176587755
7649	0.999997735	0.176556033
7650	0.9999977946	0.1765175964
7651	0.9999977946	0.1764909984
7652	0.9999977946	0.1764625881
7653	0.9999977946	0.1764285454
7654	0.9999977946	0.1763986618
7655	0.9999977946	0.1763734328
7656	0.9999977946	0.1763413197
7657	0.9999977946	0.1763164036
7658	0.9999977946	0.1762867547
7659	0.9999977946	0.1762517602
7660	0.9999977946	0.1762271179
7661	0.9999977946	0.1761974038
7662	0.9999977946	0.1761699062
7663	0.9999977946	0.1761423826
7664	0.9999977946	0.1761177012
7665	0.9999977946	0.1760974659
7666	0.9999977946	0.176072589
7667	0.9999977946	0.1760438919
7668	0.9999977946	0.1760160422
7669	0.9999977946	0.1759869409
7670	0.9999977946	0.1759528851
7671	0.9999977946	0.1759340188
7672	0.9999977946	0.1759079684
7673	0.9999977946	0.1758812271
7674	0.9999977946	0.175846063
7675	0.9999977946	0.1758163228
7676	0.9999977946	0.1757923325
7677	0.9999977946	0.17577271
7678	0.9999977946	0.1757507275
7679	0.9999977946	0.1757160198
7680	0.9999977946	0.1756868012
7681	0.9999977946	0.1756548314
7682	0.9999977946	0.175622262
7683	0.9999977946	0.1756067465
7684	0.9999977946	0.1755812177
7685	0.9999977946	0.1755539808
7686	0.9999977946	0.1755260139
7687	0.9999977946	0.1754958043
7688	0.9999977946	0.1754764295
7689	0.9999979138	0.175444864
7690	0.9999979138	0.1754174446
7691	0.9999979138	0.1753931935
7692	0.9999979138	0.1753597896
7693	0.9999979138	0.1753296583
7694	0.9999979138	0.1753090318
7695	0.9999979138	0.1752855109
7696	0.9999979138	0.1752648323
7697	0.9999979138	0.1752361091
7698	0.9999979138	0.1752113104
7699	0.9999979138	0.1751842039
7700	0.9999979138	0.1751513085
7701	0.9999979138	0.175120421
7702	0.9999979138	0.175095531
7703	0.9999979138	0.1750633136
7704	0.9999979138	0.1750329476
7705	0.9999979138	0.1750099873
7706	0.9999979138	0.1749853842
7707	0.9999979138	0.1749524757
7708	0.9999979138	0.1749328271
7709	0.9999979138	0.1748968286
7710	0.9999979138	0.1748701002
7711	0.9999979138	0.1748424071
7712	0.9999979138	0.1748169565
7713	0.9999979138	0.1747836177
7714	0.9999979734	0.1747498618
7715	0.9999979734	0.174718218
7716	0.9999979734	0.1746919982
7717	0.9999979734	0.1746667953
7718	0.9999979734	0.1746407189
7719	0.9999979734	0.1746060633
7720	0.9999979734	0.1745739632
7721	0.9999979734	0.1745424238
7722	0.9999979734	0.1745141569
7723	0.9999979734	0.1744883412
7724	0.9999979734	0.1744600613
7725	0.9999979734	0.1744293824
7726	0.9999979734	0.1744078433
7727	0.9999979734	0.1743745567
7728	0.9999979734	0.1743442559
7729	0.9999979734	0.1743134466
7730	0.9999979734	0.1742931591
7731	0.9999979734	0.1742667437
7732	0.9999979734	0.1742402631
7733	0.9999979734	0.1742159468
7734	0.9999979734	0.1741813042
7735	0.9999979734	0.1741613818
7736	0.9999979734	0.1741383824
7737	0.9999979734	0.1741064779
7738	0.9999979734	0.1740745864
7739	0.9999979734	0.1740427732
7740	0.9999979734	0.1740141804
7741	0.9999979734	0.1739845184
7742	0.9999979734	0.1739540742
7743	0.9999979734	0.1739240863
7744	0.9999979734	0.1738934204
7745	0.9999979734	0.1738625068
7746	0.9999979734	0.1738420237
7747	0.9999980927	0.1738034567
7748	0.9999980927	0.1737718521
7749	0.9999980927	0.1737433114
7750	0.9999980927	0.1737203902
7751	0.9999980927	0.1736874035
7752	0.9999980927	0.1736590584
7753	0.9999980927	0.1736312349
7754	0.9999980927	0.1735994607
7755	0.9999980927	0.1735636578
7756	0.9999980927	0.1735430183
7757	0.9999980927	0.1735188324
7758	0.9999980927	0.1734863151
7759	0.9999980927	0.1734529764
7760	0.9999980927	0.1734343056
7761	0.9999980927	0.1734090897
7762	0.9999980927	0.1733732607
7763	0.9999980927	0.1733404305
7764	0.9999980927	0.1733154492
7765	0.9999980927	0.1732889817
7766	0.9999980927	0.173271354
7767	0.9999980927	0.1732511839
7768	0.9999980927	0.1732235037
7769	0.9999981523	0.1731957975
7770	0.9999981523	0.1731625892
7771	0.9999981523	0.1731292113
7772	0.9999981523	0.1731035261
7773	0.9999981523	0.1730755852
7774	0.9999981523	0.1730496521
7775	0.9999981523	0.1730245014
7776	0.9999981523	0.1729965475
7777	0.9999981523	0.1729717358
7778	0.9999981523	0.1729393227
7779	0.9999981523	0.1729144849
7780	0.9999981523	0.1728840929
7781	0.9999981523	0.1728578339
7782	0.9999981523	0.1728260337
7783	0.9999981523	0.1727978842
7784	0.9999981523	0.1727774011
7785	0.9999981523	0.1727530979
7786	0.9999981523	0.1727297855
7787	0.9999981523	0.1726989893
7788	0.9999981523	0.172669901
7789	0.9999981523	0.1726376314
7790	0.9999981523	0.1726123503
7791	0.9999981523	0.1725814758
7792	0.9999981523	0.172553887
7793	0.9999981523	0.17252901
7794	0.9999981523	0.1724977444
7795	0.9999981523	0.1724739105
7796	0.9999981523	0.1724371949
7797	0.9999981523	0.172409267
7798	0.9999981523	0.1723835557
7799	0.9999981523	0.1723508167
7800	0.9999981523	0.1723235799
7801	0.9999981523	0.1723013628
7802	0.9999981523	0.1722746214
7803	0.9999981523	0.1722493142
7804	0.9999981523	0.1722208778
7805	0.9999982715	0.172201842
7806	0.9999982715	0.1721730797
7807	0.9999982715	0.1721479812
7808	0.9999982715	0.1721186061
7809	0.9999982715	0.1720941464
7810	0.9999982715	0.1720601557
7811	0.9999982715	0.1720235966
7812	0.9999982715	0.1719941563
7813	0.9999982715	0.1719699573
7814	0.9999982715	0.1719387047
7815	0.9999982715	0.171901963
7816	0.9999982715	0.1718789636
7817	0.9999982715	0.171849419
7818	0.9999982715	0.1718166018
7819	0.9999982715	0.1717847755
7820	0.9999982715	0.171753901
7821	0.9999982715	0.1717226224
7822	0.9999982715	0.1716962852
7823	0.9999982715	0.1716622424
7824	0.9999982715	0.1716292948
7825	0.9999982715	0.1716009758
7826	0.9999982715	0.1715807274
7827	0.9999982715	0.1715471801
7828	0.9999982715	0.1715273099
7829	0.9999982715	0.1714959529
7830	0.9999982715	0.1714677382
7831	0.9999982715	0.1714392888
7832	0.9999983311	0.1714108395
7833	0.9999983311	0.1713855583
7834	0.9999983311	0.1713558573
7835	0.9999983311	0.1713261562
7836	0.9999983311	0.1712932869
7837	0.9999983311	0.1712602741
7838	0.9999983311	0.1712326461
7839	0.9999983311	0.1712085776
7840	0.9999983311	0.1711780682
7841	0.9999983311	0.1711479238
7842	0.9999983311	0.1711209086
7843	0.9999983311	0.1711028116
7844	0.9999983311	0.1710711548
7845	0.9999983311	0.1710384549
7846	0.9999983311	0.1710182718
7847	0.9999983311	0.1709955592
7848	0.9999983311	0.1709626507
7849	0.9999983311	0.1709381128
7850	0.9999983311	0.1709121146
7851	0.9999983311	0.170883939
7852	0.9999983311	0.1708592837
7853	0.9999983311	0.1708311864
7854	0.9999983311	0.1708024501
7855	0.9999983311	0.1707796072
7856	0.9999983311	0.1707475462
7857	0.9999983311	0.1707279237
7858	0.9999983311	0.1706967493
7859	0.9999983311	0.1706665006
7860	0.9999983311	0.1706449354
7861	0.9999983311	0.1706118836
7862	0.9999983311	0.170589849
7863	0.9999983311	0.1705640463
7864	0.9999983311	0.1705498477
7865	0.9999983311	0.170519938
7866	0.9999983311	0.1704998592
7867	0.9999983311	0.1704718401
7868	0.9999983311	0.1704459722
7869	0.9999983311	0.1704137678
7870	0.9999984503	0.1703844188
7871	0.9999984503	0.1703572211
7872	0.9999984503	0.1703298148
7873	0.9999984503	0.1702903741
7874	0.9999984503	0.1702592519
7875	0.9999984503	0.1702314153
7876	0.9999984503	0.1702018316
7877	0.9999984503	0.1701759247
7878	0.9999984503	0.1701485444
7879	0.9999984503	0.170123172
7880	0.9999984503	0.1700921932
7881	0.9999984503	0.1700626095
7882	0.9999984503	0.1700399621
7883	0.9999984503	0.1700146028
7884	0.9999984503	0.1699883178
7885	0.9999984503	0.1699613417
7886	0.9999984503	0.1699407804
7887	0.9999984503	0.1699084196
7888	0.9999984503	0.1698820041
7889	0.9999984503	0.1698561624
7890	0.9999984503	0.1698279607
7891	0.9999984503	0.1698115195
7892	0.9999984503	0.1697860559
7893	0.9999984503	0.1697633955
7894	0.9999984503	0.1697352068
7895	0.9999984503	0.1697101995
7896	0.9999984503	0.1696794815
7897	0.9999984503	0.1696581901
7898	0.9999984503	0.1696308359
7899	0.9999984503	0.1696007959
7900	0.9999984503	0.1695795044
7901	0.9999984503	0.1695472479
7902	0.9999984503	0.1695294116
7903	0.9999984503	0.1695046129
7904	0.9999984503	0.1694774282
7905	0.9999984503	0.1694485355
7906	0.9999984503	0.1694219897
7907	0.9999985099	0.1693897462
7908	0.9999985099	0.1693625746
7909	0.9999985099	0.1693328214
7910	0.9999985099	0.1693010081
7911	0.9999985099	0.1692701206
7912	0.9999985099	0.1692390766
7913	0.9999985099	0.1692162206
7914	0.9999985099	0.1691868716
7915	0.9999985099	0.1691654498
7916	0.9999985099	0.1691356835
7917	0.9999985099	0.1690978596
7918	0.9999985099	0.1690736868
7919	0.9999985099	0.1690460849
7920	0.9999985099	0.1690186134
7921	0.9999985099	0.1689813501
7922	0.9999985099	0.1689534092
7923	0.9999985099	0.1689239037
7924	0.9999985099	0.1688991963
7925	0.9999985099	0.1688758579
7926	0.9999985099	0.1688476954
7927	0.9999985099	0.1688209018
7928	0.9999986291	0.1687958684
7929	0.9999986291	0.1687663238
7930	0.9999986291	0.1687430637
7931	0.9999985099	0.1687137929
7932	0.9999985099	0.1686902458
7933	0.9999986291	0.1686579502
