iter	AUC	Logloss
2214	0.9863368273	0.4482305574
2215	0.9863586426	0.4481501377
2216	0.986377418	0.4480503171
2217	0.9864090085	0.4479449161
2218	0.9864294529	0.4478716414
2219	0.9864393473	0.4477836595
2220	0.986464262	0.4477074641
2221	0.9864915609	0.4476394568
2222	0.9865156412	0.447532074
2223	0.9865226746	0.4474636494
2224	0.9865435958	0.4473767628
2225	0.9865710735	0.4472873206
2226	0.9865927696	0.4472121162
2227	0.9866034389	0.4471398844
2228	0.9866284728	0.4470382906
2229	0.986651957	0.4469487963
2230	0.9866691232	0.4468564336
2231	0.9866760373	0.4467982831
2232	0.98669523	0.44671124
2233	0.9867095351	0.4466365571
2234	0.9867253304	0.4465606225
2235	0.986756742	0.4464692507
2236	0.9867832065	0.446367344
2237	0.9867921472	0.4462961031
2238	0.9868016839	0.4462170915
2239	0.9868097901	0.4461307264
2240	0.9868216515	0.4460482727
2241	0.9868408442	0.4459728596
2242	0.9868621826	0.4458751773
2243	0.9868705869	0.4458170269
2244	0.986908555	0.4457241426
2245	0.9869431853	0.4456280249
2246	0.9869785905	0.4455236148
2247	0.9869930148	0.4454425693
2248	0.9870010614	0.445364027
2249	0.9870237112	0.4452791743
2250	0.9870581031	0.4451802925
2251	0.9870713353	0.4451286611
2252	0.9870857	0.4450578897
2253	0.9871123433	0.4449538969
2254	0.9871211648	0.4448924086
2255	0.9871507883	0.4447901368
2256	0.9871550798	0.4447074745
2257	0.9871743917	0.4446220481
2258	0.9871972203	0.4445219146
2259	0.9872279167	0.4444267878
2260	0.9872495532	0.4443388059
2261	0.9872567654	0.444269234
2262	0.98727566	0.4441998185
2263	0.9872938991	0.4441038051
2264	0.9873105288	0.4440079481
2265	0.9873378873	0.4439202791
2266	0.9873487949	0.4438248915
2267	0.9873530865	0.4437555804
2268	0.9873709679	0.4436726051
2269	0.9873818159	0.4436074141
2270	0.9873917103	0.4435505674
2271	0.9874051809	0.4434842811
2272	0.9874184132	0.4433991676
2273	0.9874278307	0.4433163489
2274	0.9874520302	0.4432233603
2275	0.9874790311	0.4431337617
2276	0.9874857068	0.4430641376
2277	0.9875025153	0.4429736524
2278	0.9875096679	0.4429257239
2279	0.9875259995	0.4428265813
2280	0.9875569344	0.4427443884
2281	0.9875722528	0.4426805011
2282	0.9875830412	0.4425804197
2283	0.9876077771	0.44249249
2284	0.9876351953	0.442394912
2285	0.9876477718	0.4423155353
2286	0.9876627326	0.4422339161
2287	0.9876945019	0.4421376419
2288	0.9877162576	0.442050338
2289	0.9877260327	0.4419774282
2290	0.9877410531	0.4418900722
2291	0.9877588749	0.4418170582
2292	0.9877671003	0.4417266251
2293	0.9877862334	0.4416364006
2294	0.9878021479	0.4415624478
2295	0.9878076911	0.4414879214
2296	0.9878301024	0.4414136557
2297	0.9878468513	0.4413341226
2298	0.9878638387	0.4412589181
2299	0.9878893495	0.4411660339
2300	0.9879108071	0.44108624
2301	0.9879192114	0.4410100446
2302	0.9879361391	0.4409437583
2303	0.9879488349	0.4408723089
2304	0.9879689217	0.4407821366
2305	0.9879764915	0.4407004131
2306	0.9879919291	0.4406319363
2307	0.9880099297	0.440545519
2308	0.9880252481	0.4404614486
2309	0.9880485535	0.4403677299
2310	0.9880585074	0.4403261641
2311	0.988081336	0.4402341664
2312	0.9881083369	0.440136797
2313	0.9881262183	0.4400459467
2314	0.9881361127	0.4399588514
2315	0.9881517291	0.4398761369
2316	0.9881782532	0.4397981162
2317	0.9882010818	0.4397122726
2318	0.9882237315	0.4396273677
2319	0.9882420897	0.4395434538
2320	0.9882634282	0.4394678321
2321	0.9882891774	0.4393813105
2322	0.9883115888	0.4392972401
2323	0.9883282781	0.4392003922
2324	0.9883388877	0.4391128275
2325	0.9883611202	0.4390247935
2326	0.9883692861	0.4389415575
2327	0.9883893728	0.4388548794
2328	0.9884012938	0.4387852553
2329	0.9884113669	0.4387092165
2330	0.9884251952	0.4386274408
2331	0.9884392619	0.4385436311
2332	0.9884548783	0.438462742
2333	0.9884677529	0.4383834175
2334	0.9884797335	0.4383001293
2335	0.9885023832	0.4382122518
2336	0.9885165095	0.4381319885
2337	0.9885302186	0.4380507343
2338	0.9885437489	0.4379713055
2339	0.9885542989	0.4378917724
2340	0.9885715842	0.4378095273
2341	0.9885882735	0.4377308286
2342	0.9885985851	0.4376507218
2343	0.9886205792	0.4375556993
2344	0.9886543751	0.4374558004
2345	0.9886657596	0.4373671666
2346	0.9886830449	0.437296682
2347	0.988689959	0.4372436947
2348	0.9887171984	0.4371630664
2349	0.9887353182	0.4370666618
2350	0.9887466431	0.436985877
2351	0.9887664914	0.4369044142
2352	0.9887799025	0.4368307222
2353	0.9887914658	0.4367385681
2354	0.9888106585	0.4366276129
2355	0.98883003	0.4365376492
2356	0.9888510108	0.4364549608
2357	0.9888600707	0.4364015302
2358	0.9888690114	0.4363429886
2359	0.9888753891	0.4362968854
2360	0.9888842702	0.4362162832
2361	0.9889054894	0.4361180532
2362	0.9889214635	0.4360314273
2363	0.9889318347	0.4359462878
2364	0.9889563322	0.4358635733
2365	0.9889825583	0.43577374
2366	0.9890106916	0.4356964494
2367	0.9890310168	0.4356057556
2368	0.9890450239	0.4355319332
2369	0.9890701175	0.4354316432
2370	0.9890905023	0.435356152
2371	0.9891046882	0.4352764102
2372	0.9891148806	0.4352081682
2373	0.9891309738	0.4351155447
2374	0.9891364574	0.4350229473
2375	0.9891505241	0.4349438053
2376	0.9891801476	0.4348737118
2377	0.9892135262	0.4347738652
2378	0.9892187119	0.4347173314
2379	0.9892386198	0.4346241603
2380	0.9892449379	0.4345409504
2381	0.9892578125	0.4344504652
2382	0.9892764091	0.4343607362
2383	0.9892839193	0.4342931461
2384	0.9892936945	0.4342227918
2385	0.9893091917	0.4341440932
2386	0.9893189073	0.4340758251
2387	0.9893386364	0.4339902422
2388	0.989358604	0.4339166545
2389	0.9893701673	0.4338290898
2390	0.9893711805	0.4337594136
2391	0.9893834591	0.4336712752
2392	0.9893869758	0.4335988349
2393	0.9894144535	0.4335179197
2394	0.9894325733	0.4334261046
2395	0.9894554615	0.4333255799
2396	0.9894655347	0.4332757218
2397	0.989474833	0.4331949892
2398	0.9894952774	0.4331107883
2399	0.9895164371	0.4330105244
2400	0.9895253778	0.4329464286
2401	0.989541173	0.4328661914
2402	0.9895550013	0.4327871016
2403	0.9895686507	0.4327179468
2404	0.9895766973	0.4326406824
2405	0.9895896912	0.432560732
2406	0.989623189	0.4324576779
2407	0.9896352291	0.4324043777
2408	0.9896596074	0.4323007239
2409	0.9896919131	0.4321995212
2410	0.9897078276	0.4321242125
2411	0.989723146	0.4320534932
2412	0.9897351861	0.4319871287
2413	0.9897438884	0.4319202948
2414	0.9897496104	0.4318536956
2415	0.9897508025	0.4318051412
2416	0.9897626638	0.4317387767
2417	0.9897797108	0.431663155
2418	0.9897832274	0.4316100895
2419	0.9897977114	0.431531443
2420	0.9898089767	0.4314660433
2421	0.9898146391	0.4313945938
2422	0.9898263812	0.4313170686
2423	0.9898381829	0.4312391261
2424	0.9898523092	0.4311625136
2425	0.9898616076	0.4310856142
2426	0.9898665547	0.4310220398
2427	0.9898760319	0.4309447492
2428	0.9898851514	0.4308806273
2429	0.9898948967	0.43079421
2430	0.9899060726	0.4307333737
2431	0.9899281859	0.4306336574
2432	0.9899221659	0.4305437719
2433	0.9899401665	0.4304751909
2434	0.9899544716	0.4303858009
2435	0.9899831414	0.4302950809
2436	0.989995122	0.4302284817
2437	0.9900155663	0.4301411517
2438	0.9900277853	0.4300613057
2439	0.9900405407	0.4299879005
2440	0.9900549054	0.4299028392
2441	0.9900705218	0.4298337627
2442	0.9900841117	0.4297396007
2443	0.9900938869	0.4296366249
2444	0.9901061058	0.4295634544
2445	0.9901204705	0.4294842863
2446	0.9901403189	0.4293965391
2447	0.9901527762	0.4293399533
2448	0.9901571274	0.4292866009
2449	0.9901703596	0.429222844
2450	0.9901830554	0.4291717081
2451	0.9902000427	0.4290734521
2452	0.9902065396	0.429004167
2453	0.9902189374	0.4289319092
2454	0.9902356267	0.4288473433
2455	0.9902747273	0.4287378223
2456	0.9902817607	0.4286684851
2457	0.9902863503	0.428608431
2458	0.9902978539	0.4285358603
2459	0.9903056026	0.4284651671
2460	0.9903103113	0.4283893368
2461	0.9903274775	0.4282987212
2462	0.9903547764	0.4282027339
2463	0.9903740287	0.4281155082
2464	0.9903801084	0.4280287519
2465	0.9903907776	0.4279452291
2466	0.9903888702	0.4278747184
2467	0.9904080033	0.4277968541
2468	0.9904175401	0.4277114277
2469	0.9904264808	0.4276183609
2470	0.990447104	0.427519792
2471	0.9904620647	0.4274507677
2472	0.9904780388	0.4273708434
2473	0.9904839993	0.4272914146
2474	0.9904912114	0.427222964
2475	0.9905056357	0.4271411622
2476	0.990516901	0.4270543016
2477	0.990534842	0.4269502566
2478	0.9905472398	0.426877399
2479	0.9905540943	0.4267911382
2480	0.9905649424	0.4267204189
2481	0.9905750751	0.4266427893
2482	0.9905913472	0.4265581713
2483	0.9906042814	0.4264862525
2484	0.9906147718	0.4264229911
2485	0.990624547	0.4263577739
2486	0.9906343222	0.426299467
2487	0.9906440973	0.4262354233
2488	0.9906600118	0.4261518744
2489	0.9906751513	0.4260858749
2490	0.990688324	0.4260086104
2491	0.9907110333	0.4259282689
2492	0.9907177687	0.4258521779
2493	0.9907292128	0.4257728273
2494	0.9907443523	0.4256845847
2495	0.9907540083	0.4256197847
2496	0.9907802343	0.425529482
2497	0.9907941818	0.4254523479
2498	0.9908056855	0.4253891126
2499	0.9908123612	0.4253213399
2500	0.9908336997	0.4252221973
2501	0.9908480644	0.4251416993
2502	0.9908581972	0.4250582808
2503	0.9908748865	0.4249761401
2504	0.9908946157	0.4248876366
2505	0.99090904	0.4248184559
2506	0.990922749	0.4247395746
2507	0.9909492731	0.4246456473
2508	0.9909570813	0.424590965
2509	0.9909669161	0.4245165168
2510	0.9909825921	0.4244180783
2511	0.9910021424	0.4243202656
2512	0.9910097122	0.4242559611
2513	0.9910100698	0.4241739768
2514	0.9910215735	0.4241064649
2515	0.991040051	0.4240196564
2516	0.9910486341	0.4239320396
2517	0.9910558462	0.4238685174
2518	0.9910689592	0.4237956338
2519	0.9910881519	0.4237108071
2520	0.9910919666	0.4236417046
2521	0.9910919666	0.4235755226
2522	0.9911005497	0.423511192
2523	0.9911112189	0.4234406292
2524	0.9911310673	0.4233623216
2525	0.9911504984	0.4232759826
2526	0.9911589026	0.4231994482
2527	0.9911680818	0.4231263821
2528	0.9911783338	0.4230516991
2529	0.9911882877	0.4229796499
2530	0.9911973476	0.422905619
2531	0.9912061691	0.4228183411
2532	0.9912188649	0.4227326018
2533	0.9912338257	0.4226404738
2534	0.9912400842	0.4225565598
2535	0.9912528396	0.4224772874
2536	0.9912617803	0.422401405
2537	0.9912765026	0.4223181429
2538	0.9912919998	0.422222312
2539	0.9912976623	0.4221433004
2540	0.991299212	0.4220750584
2541	0.9913023114	0.4220139613
2542	0.9913106561	0.4219442329
2543	0.9913263321	0.4218709842
2544	0.9913387299	0.4217858186
2545	0.9913560152	0.4217222703
2546	0.9913742542	0.4216352011
2547	0.9913967252	0.4215547292
2548	0.9914056659	0.4214762913
2549	0.9914191961	0.4213866927
2550	0.9914290309	0.4213081505
2551	0.9914546013	0.421215553
2552	0.991473794	0.4211179229
2553	0.9914865494	0.4210516366
2554	0.9915040135	0.4209734333
2555	0.9915207028	0.4208828959
2556	0.991530478	0.4208155666
2557	0.9915371537	0.4207337387
2558	0.9915454388	0.4206425755
2559	0.9915530086	0.4205663541
2560	0.9915623069	0.4205007458
2561	0.9915655255	0.4204340944
2562	0.991579771	0.4203339609
2563	0.9915930629	0.4202380257
2564	0.9916176796	0.4201509565
2565	0.9916239381	0.4200834185
2566	0.9916323423	0.4200217999
2567	0.9916386604	0.4199646404
2568	0.9916470647	0.4198892795
2569	0.9916520715	0.419816787
2570	0.9916595817	0.4197488839
2571	0.991676271	0.4196671865
2572	0.9916818142	0.4196027777
2573	0.9917003512	0.4195043391
2574	0.9917152524	0.4194223287
2575	0.9917166829	0.4193663948
2576	0.9917248487	0.4192940327
2577	0.9917331338	0.4192141866
2578	0.9917456508	0.4191268566
2579	0.9917582273	0.4190383011
2580	0.9917740226	0.4189564471
2581	0.9917834401	0.4188784264
2582	0.9917944074	0.4188116708
2583	0.9918076396	0.4187451498
2584	0.9918201566	0.418654821
2585	0.9918351173	0.4185858488
2586	0.9918434024	0.4185074109
2587	0.9918504357	0.4184334321
2588	0.9918575883	0.4183542901
2589	0.991874814	0.4182693591
2590	0.9918890595	0.4181892263
2591	0.9918993115	0.4181342571
2592	0.9919211268	0.4180426245
2593	0.9919371605	0.4179494274
2594	0.9919483066	0.4178739361
2595	0.9919515252	0.4178014957
2596	0.991968751	0.4177174514
2597	0.9919733405	0.4176439941
2598	0.9919944406	0.4175520225
2599	0.9920033813	0.4174952802
2600	0.9920117855	0.4174067246
2601	0.9920213223	0.4173366311
2602	0.9920422435	0.4172281271
2603	0.9920432568	0.4171529487
2604	0.9920463562	0.4171014217
2605	0.9920614958	0.417020324
2606	0.9920812249	0.4169340631
2607	0.9920934439	0.4168667338
2608	0.9921007752	0.4167843062
2609	0.9921121597	0.4167170029
2610	0.9921296239	0.416619816
2611	0.9921449423	0.4165390834
2612	0.9921515584	0.4164590026
2613	0.9921702743	0.4163804865
2614	0.9921770096	0.4163298721
2615	0.9921928048	0.4162429594
2616	0.9922090173	0.4161574808
2617	0.9922155142	0.416099539
2618	0.9922261238	0.4160323921
2619	0.9922441244	0.4159516334
2620	0.992258966	0.4158707182
2621	0.9922671318	0.4158005205
2622	0.9922801852	0.415711313
2623	0.9922935963	0.4156269297
2624	0.9922978878	0.4155504475
2625	0.992318213	0.4154495317
2626	0.9923269153	0.415382776
2627	0.9923413396	0.4152962805
2628	0.9923506379	0.4152372434
2629	0.9923549294	0.41517466
2630	0.9923571944	0.4151104859
2631	0.9923655987	0.4150475895
2632	0.9923741817	0.4149805731
2633	0.9923813343	0.4149086542
2634	0.9923868179	0.4148572576
2635	0.9923906922	0.4147923794
2636	0.992399931	0.414716158
2637	0.9924186468	0.4146250469
2638	0.99243325	0.4145331536
2639	0.9924421906	0.4144574798
2640	0.9924521446	0.4143740873
2641	0.9924699664	0.4142912425
2642	0.9924883246	0.4142000271
2643	0.9925031662	0.4141340016
2644	0.9925183654	0.4140363193
2645	0.9925320148	0.4139556388
2646	0.992536962	0.413895324
2647	0.9925438166	0.4138305762
2648	0.9925589561	0.4137351886
2649	0.9925661683	0.4136564638
2650	0.9925702214	0.4135702812
2651	0.9925862551	0.4134788311
2652	0.9925932884	0.4134115539
2653	0.9926105738	0.4133261015
2654	0.9926177859	0.4132752263
2655	0.9926307201	0.4131823942
2656	0.9926496148	0.413094621
2657	0.9926653504	0.4130104723
2658	0.9926755428	0.4129326602
2659	0.9926768541	0.4128772999
2660	0.9926969409	0.4127838681
2661	0.9927138686	0.4126906709
2662	0.9927262068	0.4126073306
2663	0.9927411675	0.4125216174
2664	0.9927527905	0.4124270121
2665	0.9927645922	0.4123581181
2666	0.9927809834	0.412279602
2667	0.9927834868	0.4122125073
2668	0.9927867651	0.4121447868
2669	0.9928068519	0.4120524501
2670	0.9928146005	0.4119813397
2671	0.9928135872	0.4119054573
2672	0.9928158522	0.411840527
2673	0.9928269386	0.4117531709
2674	0.9928328395	0.4116670404
2675	0.9928431511	0.4115813533
2676	0.9928616285	0.4114968135
2677	0.9928649068	0.4114301882
2678	0.9928803444	0.4113486993
2679	0.9928933978	0.411260248
2680	0.9929126501	0.411174248
2681	0.9929249883	0.41109375
2682	0.9929338098	0.4110300453
2683	0.9929392338	0.4109646195
2684	0.9929552674	0.410875751
2685	0.9929620028	0.4108096472
2686	0.9929727912	0.4107254464
2687	0.9929823279	0.4106612723
2688	0.9929946065	0.4105812959
2689	0.9929971695	0.4105170696
2690	0.9930050373	0.4104456724
2691	0.9930111766	0.4103676777
2692	0.9930192828	0.4102998269
2693	0.993032515	0.4102152088
2694	0.9930371046	0.4101421166
2695	0.9930458665	0.4100656605
2696	0.9930462241	0.4100071189
2697	0.9930542111	0.4099267252
2698	0.9930676818	0.4098343103
2699	0.9930877686	0.4097551683
2700	0.9931046367	0.4096753745
2701	0.9931095839	0.40961107
2702	0.9931182265	0.4095319019
2703	0.9931235313	0.4094706223
2704	0.9931336641	0.4093853784
2705	0.9931411743	0.4093072795
2706	0.9931485653	0.4092489726
2707	0.9931625128	0.4091595565
2708	0.9931616187	0.4091025013
2709	0.9931803346	0.4090089912
2710	0.9931871891	0.4089406709
2711	0.9931948185	0.4088734458
2712	0.9931996465	0.4087838994
2713	0.9932020307	0.4087385003
2714	0.9932131171	0.4086550035
2715	0.9932191968	0.4085824068
2716	0.993234992	0.4084997184
2717	0.9932451248	0.4084236534
2718	0.9932575226	0.4083389572
2719	0.9932677746	0.4082588764
2720	0.9932739735	0.4082026817
2721	0.9932925105	0.408112718
2722	0.9932975173	0.4080490133
2723	0.9933083057	0.4079707318
2724	0.993311882	0.4079084874
2725	0.993317008	0.4078331004
2726	0.9933218956	0.4077582871
2727	0.9933295846	0.4076931221
2728	0.9933417439	0.4076109031
2729	0.9933531284	0.4075443299
2730	0.9933580756	0.4074750709
2731	0.9933645129	0.4074042995
2732	0.9933800697	0.4073231757
2733	0.9933844209	0.4072750907
2734	0.9933929443	0.4072022593
2735	0.9933998287	0.4071479942
2736	0.9934062362	0.407083794
2737	0.9934132099	0.4070143003
2738	0.993416965	0.4069243366
2739	0.9934241772	0.406858285
2740	0.9934360981	0.4067736148
2741	0.9934489131	0.4066898312
2742	0.993462801	0.4066082641
2743	0.9934648871	0.4065226291
2744	0.9934817553	0.4064354817
2745	0.9935033917	0.4063449704
2746	0.9935152531	0.4062729733
2747	0.993522644	0.4062096337
2748	0.9935325384	0.4061451988
2749	0.9935445786	0.4060759659
2750	0.9935478568	0.4060311405
2751	0.9935551882	0.4059790919
2752	0.993566215	0.4059006279
2753	0.9935706854	0.4058225029
2754	0.9935750365	0.4057671166
2755	0.9935845733	0.4057057848
2756	0.9935948849	0.4056258605
2757	0.993599236	0.405557462
2758	0.9936099648	0.4054821794
2759	0.9936122298	0.4054428039
2760	0.9936169982	0.4053774564
2761	0.9936237335	0.4053128651
2762	0.9936404228	0.4052347922
2763	0.9936460853	0.4051618825
2764	0.9936565161	0.4050862348
2765	0.9936640859	0.40502047
2766	0.9936740398	0.404945422
2767	0.9936805367	0.404886046
2768	0.9936878085	0.4048083904
2769	0.993696928	0.4047521696
2770	0.9937030673	0.4046837711
2771	0.9937078953	0.4046143817
2772	0.9937183261	0.4045322409
2773	0.9937275052	0.4044549243
2774	0.9937400222	0.4043878035
2775	0.9937456846	0.4043245421
2776	0.9937559962	0.4042564565
2777	0.9937694073	0.404167223
2778	0.9937752485	0.4041135316
2779	0.9937861562	0.4040380142
2780	0.9937847853	0.4040010378
2781	0.9937874079	0.4039405144
2782	0.9937946796	0.4038846066
2783	0.9938066602	0.4037990498
2784	0.9938110709	0.403737379
2785	0.9938220382	0.4036696064
2786	0.9938265681	0.4036007124
2787	0.9938493371	0.4034976062
2788	0.9938596487	0.4033963775
2789	0.9938648343	0.4033263362
2790	0.9938772321	0.4032415877
2791	0.993894875	0.4031472954
2792	0.9938993454	0.4030944384
2793	0.9939078093	0.4030265093
2794	0.9939140081	0.4029657773
2795	0.9939264655	0.4028731799
2796	0.9939403534	0.4027973496
2797	0.9939487576	0.4027096545
2798	0.9939549565	0.4026616478
2799	0.9939585924	0.4026013591
2800	0.9939649105	0.4025152808
2801	0.9939676523	0.4024380424
2802	0.9939793348	0.4023808307
2803	0.993986547	0.4023233322
2804	0.9939963818	0.4022587669
2805	0.9939994812	0.4022054145
2806	0.9940123558	0.4021286976
2807	0.9940150976	0.4020807431
2808	0.9940186739	0.4020111972
2809	0.9940257668	0.4019516126
2810	0.9940297008	0.4019047532
2811	0.9940513372	0.4018259502
2812	0.9940719008	0.4017298064
2813	0.9940831065	0.4016416941
2814	0.9940937757	0.4015602574
2815	0.994099021	0.4014989778
2816	0.9941090345	0.4014459905
2817	0.9941227436	0.4013656229
2818	0.9941346049	0.4012913572
2819	0.9941456318	0.401203245
2820	0.9941603541	0.4011242073
2821	0.9941670299	0.401066787
2822	0.9941720963	0.4009919215
2823	0.9941776991	0.400922506
2824	0.9941809773	0.4008616697
2825	0.9941935539	0.400771028
2826	0.9942031503	0.4006816902
2827	0.9942114949	0.400635222
2828	0.9942191243	0.4005763153
2829	0.9942266345	0.4004968604
2830	0.9942440391	0.4004052017
2831	0.9942519069	0.4003482508
2832	0.9942618608	0.4002748456
2833	0.9942682385	0.4002094199
2834	0.9942865968	0.400125871
2835	0.9942976236	0.400037863
2836	0.9943080544	0.3999715245
2837	0.9943207502	0.3998856027
2838	0.9943287969	0.3998130059
2839	0.9943317175	0.3997502399
2840	0.9943394661	0.3996702374
2841	0.994348526	0.399602543
2842	0.9943600893	0.3995167254
2843	0.9943734407	0.3994388873
2844	0.9943829179	0.3993667077
2845	0.9943931699	0.3992806815
2846	0.9944015145	0.399204434
2847	0.9944132566	0.399130064
2848	0.9944230914	0.3990595794
2849	0.9944315553	0.3990115988
2850	0.9944428802	0.3989356381
2851	0.9944521189	0.3988619461
2852	0.9944670796	0.398778658
2853	0.9944742322	0.3987207944
2854	0.9944861531	0.3986344814
2855	0.9944925904	0.3985776348
2856	0.9945029616	0.3984856632
2857	0.9945081472	0.3983974205
2858	0.9945135713	0.3983293871
2859	0.9945167303	0.398270324
2860	0.9945297241	0.3981931377
2861	0.9945379496	0.3981097974
2862	0.994551599	0.3980372528
2863	0.9945699573	0.3979437166
2864	0.9945781827	0.3978818633
2865	0.994584024	0.3977933338
2866	0.9945915341	0.3977113234
2867	0.9946034551	0.3976332245
2868	0.9946095943	0.3975559861
2869	0.9946138263	0.3974891783
2870	0.9946184754	0.3974107404
2871	0.9946365952	0.3973203855
2872	0.9946420193	0.3972750647
2873	0.9946504831	0.3971966268
2874	0.9946614504	0.3971216309
2875	0.994669497	0.3970560226
2876	0.9946762323	0.3969708831
2877	0.9946843386	0.3968933057
2878	0.9946949482	0.3968116082
2879	0.9947007895	0.396728294
2880	0.9947177172	0.3966517857
2881	0.9947267175	0.3965735303
2882	0.994726181	0.3965303217
2883	0.99473387	0.3964637225
2884	0.9947422743	0.3963771487
2885	0.9947475195	0.3962942517
2886	0.9947502613	0.3962191777
2887	0.9947658181	0.3961243377
2888	0.9947728515	0.3960621975
2889	0.9947789311	0.3960007354
2890	0.9947804213	0.3959444363
2891	0.994787991	0.3958833132
2892	0.9947907925	0.3958094647
2893	0.994802475	0.3957269849
2894	0.9948121905	0.395648547
2895	0.9948250651	0.3955711
2896	0.9948309064	0.3954999635
2897	0.9948391914	0.3954361545
2898	0.9948489666	0.3953626971
2899	0.994854331	0.3952984448
2900	0.9948593974	0.3952308286
2901	0.994864285	0.3951747643
2902	0.9948725104	0.3950897551
2903	0.9948795438	0.3950207568
2904	0.994889468	0.3949448483
2905	0.9948975444	0.3948753025
2906	0.9948989749	0.3948040877
2907	0.9949011803	0.394716158
2908	0.9949058294	0.3946410839
2909	0.9949074984	0.3945934684
2910	0.9949219823	0.3945038958
2911	0.9949291945	0.3944406865
2912	0.9949387312	0.3943725488
2913	0.994943738	0.3942908253
2914	0.9949492216	0.3942193758
2915	0.9949558973	0.3941493867
2916	0.9949634671	0.3940799712
2917	0.9949705005	0.3940077916
2918	0.9949755073	0.3939364204
2919	0.9949868917	0.3938582172
2920	0.9949913621	0.3937797011
2921	0.9949983358	0.3937060091
2922	0.9950051904	0.3936243116
2923	0.9950214028	0.3935518452
2924	0.9950267076	0.3934789094
2925	0.9950278401	0.3934021143
2926	0.9950413108	0.3933135066
2927	0.9950562716	0.3932339473
2928	0.995064497	0.3931523803
2929	0.9950833321	0.3930724821
2930	0.9950880408	0.3929987901
2931	0.9951022267	0.3929160234
2932	0.9951062202	0.3928676517
2933	0.9951097965	0.392804651
2934	0.9951165318	0.392736096
2935	0.9951221347	0.392662717
2936	0.9951283336	0.3926227939
2937	0.9951369166	0.392532752
2938	0.9951420426	0.3924823723
2939	0.9951497912	0.3924202322
2940	0.9951546192	0.3923453407
2941	0.995162487	0.3922556116
2942	0.9951656461	0.3922155061
2943	0.9951680303	0.3921541743
2944	0.9951775074	0.3920782137
2945	0.9951809049	0.3920105714
2946	0.9951908588	0.3919471796
2947	0.9952023625	0.3918594584
2948	0.9952042699	0.391787331
2949	0.9952157736	0.3917144474
2950	0.9952293038	0.3916363224
2951	0.995236218	0.3915821877
2952	0.9952394962	0.3915318341
2953	0.995249629	0.3914500584
2954	0.9952562451	0.3913781396
2955	0.9952619076	0.3913097933
2956	0.9952722788	0.3912321116
2957	0.9952791333	0.3911604796
2958	0.9952815175	0.3910973746
2959	0.9952928424	0.3910131217
2960	0.9953067303	0.3909372653
2961	0.995311439	0.3908731694
2962	0.9953271747	0.3907898552
2963	0.9953404665	0.3907035161
2964	0.9953544736	0.3906149606
2965	0.9953582883	0.3905562104
2966	0.9953669906	0.3904877858
2967	0.9953740835	0.3903969616
2968	0.9953794479	0.3903346128
2969	0.9953783154	0.390289996
2970	0.9953840375	0.3902132009
2971	0.9953870773	0.3901653507
2972	0.9953951836	0.390084957
2973	0.9954003096	0.3900143942
2974	0.9954136014	0.3899378599
2975	0.9954199791	0.389854676
2976	0.9954259396	0.389781323
2977	0.9954371452	0.3896977741
2978	0.9954465032	0.389621996
2979	0.9954547286	0.3895464526
2980	0.9954522252	0.3894988891
2981	0.9954637289	0.3894166701
2982	0.9954711199	0.3893391449
2983	0.9954730272	0.3892888435
2984	0.9954808354	0.3892114225
2985	0.9954881072	0.3891469094
2986	0.995493412	0.3890811186
2987	0.9954949617	0.3890282095
2988	0.9954999089	0.3889435393
2989	0.9955049157	0.3888614246
2990	0.9955118299	0.3888047344
2991	0.9955189824	0.3887266355
2992	0.9955256581	0.3886582892
2993	0.9955330491	0.3885871787
2994	0.9955399036	0.3885235522
2995	0.9955441952	0.3884498863
2996	0.9955494404	0.3883969251
2997	0.9955567718	0.3883148364
2998	0.9955614209	0.3882460729
2999	0.9955644608	0.3881951978
3000	0.9955705404	0.3881203062
3001	0.9955821633	0.3880462231
3002	0.9955860972	0.3879773813
3003	0.995593071	0.3878941192
3004	0.9955954552	0.3878221483
3005	0.9955983758	0.3877596952
3006	0.995605588	0.3876850123
3007	0.9956093431	0.3876212293
3008	0.995613575	0.3875531959
3009	0.9956213236	0.3874759575
3010	0.9956294298	0.3874022134
3011	0.99563694	0.387332146
3012	0.9956443906	0.3872499009
3013	0.9956504107	0.3871790512
3014	0.9956561923	0.3871259335
3015	0.9956625402	0.3870608728
3016	0.995667398	0.3869895799
3017	0.9956718087	0.3869123415
3018	0.9956737757	0.3868554427
3019	0.9956769943	0.3867933808
3020	0.9956805706	0.386733405
3021	0.995680958	0.3866875104
3022	0.9956852794	0.3866126971
3023	0.9956983328	0.3865289657
3024	0.9957050085	0.3864580378
3025	0.9957104325	0.3863857018
3026	0.9957160354	0.3863120619
3027	0.9957200885	0.386256493
3028	0.9957278371	0.3861871036
3029	0.9957321286	0.3861226427
3030	0.9957333207	0.3860751836
3031	0.9957399964	0.386002665
3032	0.9957434535	0.3859356746
3033	0.9957559705	0.3858436248
3034	0.9957626462	0.3857902985
3035	0.9957643747	0.385721222
3036	0.9957773089	0.3856312323
3037	0.9957820773	0.385565285
3038	0.9957879186	0.3854785287
3039	0.9957937598	0.3854008209
3040	0.9957985282	0.38533091
3041	0.9958037138	0.38527156
3042	0.9958088994	0.385203005
3043	0.9958140254	0.38513372
3044	0.9958214164	0.3850645653
3045	0.9958252311	0.3850180449
