iter	Passed	Remaining
4467	82593	237170
4468	82611	237150
4469	82628	237126
4470	82645	237104
4471	82664	237086
4472	82681	237065
4473	82698	237043
4474	82717	237025
4475	82736	237009
4476	82755	236989
4477	82772	236967
4478	82790	236949
4479	82809	236932
4480	82828	236913
4481	82847	236897
4482	82865	236877
4483	82885	236862
4484	82903	236843
4485	82922	236824
4486	82940	236805
4487	82959	236788
4488	82977	236769
4489	82995	236749
4490	83013	236729
4491	83031	236709
4492	83049	236688
4493	83067	236671
4494	83086	236652
4495	83104	236633
4496	83122	236612
4497	83139	236590
4498	83156	236569
4499	83177	236555
4500	83195	236535
4501	83212	236513
4502	83231	236496
4503	83250	236480
4504	83268	236461
4505	83288	236445
4506	83306	236425
4507	83324	236406
4508	83342	236385
4509	83360	236367
4510	83380	236352
4511	83399	236336
4512	83416	236313
4513	83435	236297
4514	83454	236277
4515	83471	236255
4516	83489	236236
4517	83508	236218
4518	83526	236198
4519	83544	236180
4520	83563	236162
4521	83582	236146
4522	83600	236126
4523	83617	236103
4524	83635	236083
4525	83655	236068
4526	83674	236052
4527	83692	236031
4528	83709	236009
4529	83727	235990
4530	83744	235967
4531	83764	235953
4532	83784	235938
4533	83803	235920
4534	83820	235898
4535	83839	235881
4536	83858	235865
4537	83878	235850
4538	83897	235832
4539	83917	235817
4540	83934	235797
4541	83953	235780
4542	83972	235762
4543	83990	235743
4544	84010	235728
4545	84027	235707
4546	84045	235686
4547	84065	235672
4548	84084	235654
4549	84104	235639
4550	84123	235622
4551	84141	235603
4552	84160	235586
4553	84179	235568
4554	84197	235549
4555	84215	235529
4556	84233	235510
4557	84252	235493
4558	84272	235478
4559	84292	235464
4560	84311	235447
4561	84330	235431
4562	84350	235415
4563	84371	235405
4564	84392	235394
4565	84411	235376
4566	84429	235357
4567	84448	235340
4568	84469	235327
4569	84489	235312
4570	84509	235298
4571	84527	235278
4572	84546	235263
4573	84568	235252
4574	84588	235239
4575	84607	235221
4576	84624	235200
4577	84643	235181
4578	84661	235161
4579	84679	235143
4580	84698	235125
4581	84717	235109
4582	84736	235091
4583	84754	235071
4584	84772	235053
4585	84792	235036
4586	84810	235018
4587	84827	234994
4588	84845	234975
4589	84864	234957
4590	84885	234947
4591	84905	234931
4592	84923	234911
4593	84939	234887
4594	84957	234868
4595	84976	234849
4596	84995	234832
4597	85013	234813
4598	85031	234793
4599	85051	234778
4600	85071	234763
4601	85090	234747
4602	85109	234730
4603	85126	234709
4604	85144	234687
4605	85162	234667
4606	85181	234651
4607	85200	234633
4608	85217	234612
4609	85236	234594
4610	85254	234573
4611	85272	234553
4612	85290	234534
4613	85307	234513
4614	85327	234497
4615	85348	234485
4616	85365	234465
4617	85384	234447
4618	85403	234430
4619	85422	234412
4620	85439	234391
4621	85458	234373
4622	85477	234354
4623	85495	234337
4624	85514	234319
4625	85532	234300
4626	85551	234283
4627	85570	234265
4628	85589	234246
4629	85606	234226
4630	85625	234207
4631	85645	234193
4632	85664	234176
4633	85683	234158
4634	85702	234142
4635	85721	234124
4636	85738	234103
4637	85756	234084
4638	85776	234068
4639	85794	234050
4640	85814	234034
4641	85831	234013
4642	85850	233995
4643	85869	233978
4644	85889	233962
4645	85908	233946
4646	85928	233930
4647	85946	233912
4648	85966	233897
4649	85983	233875
4650	86004	233862
4651	86020	233839
4652	86039	233819
4653	86058	233804
4654	86077	233788
4655	86095	233766
4656	86112	233744
4657	86129	233720
4658	86146	233699
4659	86166	233685
4660	86185	233667
4661	86204	233650
4662	86221	233628
4663	86240	233611
4664	86258	233592
4665	86277	233574
4666	86296	233558
4667	86316	233542
4668	86334	233522
4669	86354	233507
4670	86375	233497
4671	86394	233479
4672	86413	233463
4673	86432	233445
4674	86451	233426
4675	86470	233412
4676	86487	233389
4677	86507	233374
4678	86525	233354
4679	86542	233331
4680	86561	233314
4681	86580	233297
4682	86599	233279
4683	86615	233256
4684	86633	233236
4685	86652	233219
4686	86671	233201
4687	86689	233182
4688	86710	233168
4689	86727	233146
4690	86744	233123
4691	86763	233107
4692	86782	233091
4693	86801	233073
4694	86819	233052
4695	86838	233035
4696	86858	233021
4697	86877	233004
4698	86895	232985
4699	86913	232964
4700	86931	232945
4701	86949	232926
4702	86969	232910
4703	86988	232895
4704	87007	232876
4705	87027	232861
4706	87046	232845
4707	87065	232828
4708	87085	232814
4709	87104	232796
4710	87122	232776
4711	87140	232755
4712	87159	232739
4713	87178	232722
4714	87195	232700
4715	87213	232680
4716	87231	232660
4717	87250	232644
4718	87269	232626
4719	87287	232607
4720	87306	232589
4721	87324	232569
4722	87343	232551
4723	87362	232534
4724	87379	232514
4725	87398	232494
4726	87415	232472
4727	87433	232452
4728	87450	232430
4729	87468	232411
4730	87487	232394
4731	87507	232378
4732	87525	232358
4733	87542	232338
4734	87560	232317
4735	87578	232296
4736	87597	232280
4737	87615	232259
4738	87634	232243
4739	87653	232226
4740	87672	232208
4741	87690	232188
4742	87708	232169
4743	87726	232149
4744	87744	232129
4745	87763	232112
4746	87782	232095
4747	87799	232074
4748	87818	232057
4749	87837	232038
4750	87855	232019
4751	87873	232000
4752	87891	231979
4753	87910	231961
4754	87927	231939
4755	87946	231922
4756	87965	231904
4757	87984	231887
4758	88002	231869
4759	88021	231850
4760	88040	231834
4761	88058	231814
4762	88076	231795
4763	88095	231778
4764	88115	231761
4765	88133	231744
4766	88153	231729
4767	88171	231710
4768	88188	231687
4769	88207	231668
4770	88225	231649
4771	88244	231633
4772	88263	231615
4773	88282	231598
4774	88301	231580
4775	88319	231561
4776	88339	231547
4777	88361	231536
4778	88379	231518
4779	88398	231499
4780	88418	231486
4781	88436	231465
4782	88455	231449
4783	88474	231432
4784	88492	231412
4785	88511	231395
4786	88531	231379
4787	88551	231364
4788	88570	231348
4789	88589	231332
4790	88609	231316
4791	88627	231298
4792	88647	231282
4793	88665	231263
4794	88685	231248
4795	88703	231229
4796	88722	231211
4797	88741	231193
4798	88759	231173
4799	88776	231152
4800	88794	231132
4801	88812	231112
4802	88831	231095
4803	88851	231081
4804	88869	231060
4805	88886	231039
4806	88906	231023
4807	88923	231001
4808	88940	230978
4809	88960	230963
4810	88978	230943
4811	88995	230923
4812	89015	230906
4813	89032	230886
4814	89051	230868
4815	89070	230850
4816	89091	230839
4817	89109	230820
4818	89127	230798
4819	89146	230781
4820	89163	230760
4821	89180	230738
4822	89198	230717
4823	89217	230699
4824	89234	230679
4825	89252	230659
4826	89270	230638
4827	89288	230618
4828	89305	230597
4829	89323	230577
4830	89343	230560
4831	89362	230545
4832	89379	230523
4833	89398	230505
4834	89416	230485
4835	89434	230466
4836	89454	230450
4837	89473	230433
4838	89493	230419
4839	89512	230401
4840	89529	230380
4841	89548	230362
4842	89567	230345
4843	89585	230326
4844	89604	230307
4845	89622	230288
4846	89640	230268
4847	89659	230250
4848	89677	230232
4849	89695	230212
4850	89713	230191
4851	89732	230175
4852	89750	230156
4853	89770	230140
4854	89787	230118
4855	89805	230098
4856	89827	230089
4857	89847	230074
4858	89866	230057
4859	89885	230039
4860	89904	230022
4861	89920	229998
4862	89939	229980
4863	89957	229960
4864	89975	229940
4865	89991	229917
4866	90009	229896
4867	90028	229880
4868	90046	229861
4869	90065	229842
4870	90084	229824
4871	90101	229804
4872	90119	229783
4873	90138	229765
4874	90159	229754
4875	90178	229736
4876	90195	229714
4877	90213	229695
4878	90232	229676
4879	90251	229659
4880	90269	229639
4881	90287	229620
4882	90306	229604
4883	90325	229586
4884	90345	229571
4885	90364	229553
4886	90381	229533
4887	90400	229514
4888	90418	229495
4889	90437	229479
4890	90454	229454
4891	90471	229434
4892	90489	229414
4893	90507	229393
4894	90525	229375
4895	90545	229359
4896	90564	229342
4897	90583	229325
4898	90603	229309
4899	90621	229289
4900	90638	229269
4901	90657	229251
4902	90676	229234
4903	90694	229214
4904	90713	229196
4905	90731	229177
4906	90750	229160
4907	90769	229142
4908	90787	229123
4909	90806	229106
4910	90827	229094
4911	90847	229078
4912	90865	229060
4913	90884	229043
4914	90901	229020
4915	90919	229000
4916	90938	228982
4917	90956	228963
4918	90975	228947
4919	90994	228927
4920	91010	228904
4921	91029	228886
4922	91046	228864
4923	91064	228845
4924	91083	228828
4925	91101	228808
4926	91119	228787
4927	91138	228770
4928	91156	228752
4929	91174	228731
4930	91194	228715
4931	91212	228697
4932	91230	228677
4933	91250	228662
4934	91269	228644
4935	91286	228621
4936	91303	228601
4937	91321	228582
4938	91340	228563
4939	91358	228543
4940	91377	228526
4941	91395	228506
4942	91413	228487
4943	91432	228470
4944	91451	228453
4945	91470	228435
4946	91488	228415
4947	91506	228395
4948	91523	228374
4949	91543	228359
4950	91561	228339
4951	91579	228319
4952	91597	228299
4953	91617	228284
4954	91635	228265
4955	91653	228246
4956	91671	228227
4957	91690	228209
4958	91708	228190
4959	91727	228172
4960	91748	228160
4961	91766	228141
4962	91787	228128
4963	91805	228109
4964	91823	228088
4965	91843	228072
4966	91861	228054
4967	91880	228035
4968	91897	228014
4969	91915	227994
4970	91932	227972
4971	91951	227954
4972	91969	227934
4973	91988	227918
4974	92006	227898
4975	92025	227880
4976	92045	227867
4977	92065	227851
4978	92082	227830
4979	92101	227811
4980	92120	227794
4981	92137	227774
4982	92155	227753
4983	92172	227732
4984	92190	227710
4985	92209	227693
4986	92228	227677
4987	92247	227659
4988	92266	227641
4989	92285	227624
4990	92304	227607
4991	92323	227591
4992	92342	227573
4993	92360	227554
4994	92379	227536
4995	92396	227515
4996	92415	227497
4997	92435	227482
4998	92455	227467
4999	92474	227450
5000	92494	227434
5001	92512	227414
5002	92530	227396
5003	92549	227378
5004	92567	227358
5005	92585	227339
5006	92602	227317
5007	92619	227295
5008	92638	227278
5009	92658	227262
5010	92677	227244
5011	92697	227230
5012	92716	227214
5013	92734	227195
5014	92753	227177
5015	92772	227158
5016	92789	227136
5017	92807	227116
5018	92824	227096
5019	92843	227077
5020	92860	227057
5021	92878	227035
5022	92895	227014
5023	92914	226996
5024	92931	226975
5025	92949	226955
5026	92967	226935
5027	92985	226914
5028	93004	226899
5029	93024	226883
5030	93042	226864
5031	93062	226848
5032	93079	226827
5033	93096	226804
5034	93114	226785
5035	93133	226767
5036	93150	226746
5037	93169	226728
5038	93186	226706
5039	93204	226686
5040	93222	226666
5041	93240	226647
5042	93258	226628
5043	93277	226610
5044	93295	226590
5045	93314	226574
5046	93334	226557
5047	93352	226538
5048	93371	226521
5049	93390	226503
5050	93408	226485
5051	93426	226465
5052	93444	226444
5053	93463	226428
5054	93482	226410
5055	93501	226393
5056	93519	226374
5057	93538	226355
5058	93557	226338
5059	93574	226317
5060	93592	226297
5061	93611	226279
5062	93628	226259
5063	93646	226237
5064	93664	226219
5065	93682	226198
5066	93700	226178
5067	93716	226155
5068	93734	226135
5069	93753	226117
5070	93772	226101
5071	93790	226081
5072	93808	226061
5073	93827	226044
5074	93846	226026
5075	93865	226008
5076	93883	225989
5077	93901	225970
5078	93921	225954
5079	93939	225935
5080	93957	225916
5081	93976	225899
5082	93995	225881
5083	94014	225864
5084	94032	225844
5085	94051	225827
5086	94070	225809
5087	94088	225789
5088	94106	225771
5089	94127	225758
5090	94148	225744
5091	94167	225727
5092	94185	225708
5093	94203	225688
5094	94221	225669
5095	94240	225651
5096	94259	225633
5097	94278	225617
5098	94296	225596
5099	94315	225579
5100	94335	225565
5101	94352	225542
5102	94371	225526
5103	94389	225507
5104	94407	225487
5105	94424	225465
5106	94442	225445
5107	94461	225426
5108	94479	225408
5109	94496	225385
5110	94513	225364
5111	94531	225343
5112	94550	225327
5113	94568	225307
5114	94587	225289
5115	94605	225271
5116	94623	225251
5117	94642	225232
5118	94659	225212
5119	94677	225192
5120	94696	225174
5121	94716	225159
5122	94735	225143
5123	94756	225128
5124	94773	225108
5125	94792	225091
5126	94812	225076
5127	94831	225057
5128	94849	225039
5129	94867	225019
5130	94885	224998
5131	94902	224977
5132	94921	224959
5133	94939	224939
5134	94956	224917
5135	94973	224896
5136	94991	224876
5137	95009	224858
5138	95028	224839
5139	95049	224826
5140	95068	224811
5141	95087	224793
5142	95106	224775
5143	95123	224752
5144	95142	224736
5145	95162	224720
5146	95180	224701
5147	95198	224682
5148	95217	224663
5149	95235	224644
5150	95254	224626
5151	95271	224606
5152	95288	224583
5153	95306	224564
5154	95324	224545
5155	95343	224526
5156	95361	224506
5157	95377	224483
5158	95394	224460
5159	95412	224440
5160	95430	224421
5161	95447	224400
5162	95465	224379
5163	95482	224357
5164	95500	224339
5165	95520	224323
5166	95537	224302
5167	95556	224283
5168	95573	224260
5169	95590	224239
5170	95609	224223
5171	95630	224209
5172	95649	224192
5173	95668	224174
5174	95686	224155
5175	95704	224137
5176	95721	224115
5177	95740	224097
5178	95759	224080
5179	95779	224063
5180	95796	224043
5181	95817	224030
5182	95835	224011
5183	95854	223992
5184	95872	223974
5185	95890	223953
5186	95911	223940
5187	95930	223925
5188	95949	223906
5189	95967	223888
5190	95986	223869
5191	96005	223852
5192	96024	223834
5193	96041	223812
5194	96059	223792
5195	96077	223773
5196	96096	223756
5197	96117	223744
5198	96136	223727
5199	96155	223708
5200	96173	223690
5201	96191	223669
5202	96209	223649
5203	96227	223630
5204	96245	223610
5205	96263	223592
5206	96281	223573
5207	96299	223551
5208	96318	223534
5209	96337	223518
5210	96356	223501
5211	96375	223482
5212	96394	223464
5213	96413	223448
5214	96433	223433
5215	96451	223414
5216	96470	223396
5217	96488	223376
5218	96507	223360
5219	96528	223346
5220	96546	223328
5221	96563	223306
5222	96581	223286
5223	96602	223272
5224	96621	223254
5225	96638	223234
5226	96657	223217
5227	96676	223198
5228	96694	223180
5229	96714	223164
5230	96732	223145
5231	96751	223126
5232	96768	223105
5233	96786	223085
5234	96805	223069
5235	96824	223050
5236	96841	223030
5237	96859	223009
5238	96878	222992
5239	96895	222971
5240	96914	222952
5241	96932	222933
5242	96950	222914
5243	96967	222891
5244	96988	222879
5245	97008	222865
5246	97027	222846
5247	97046	222829
5248	97063	222807
5249	97080	222786
5250	97100	222771
5251	97122	222759
5252	97139	222738
5253	97156	222716
5254	97173	222695
5255	97191	222675
5256	97209	222655
5257	97227	222636
5258	97246	222619
5259	97264	222599
5260	97282	222580
5261	97300	222560
5262	97320	222543
5263	97339	222527
5264	97356	222505
5265	97375	222487
5266	97393	222468
5267	97412	222451
5268	97430	222430
5269	97448	222412
5270	97465	222391
5271	97484	222371
5272	97502	222354
5273	97521	222335
5274	97540	222317
5275	97557	222297
5276	97576	222279
5277	97594	222260
5278	97611	222238
5279	97629	222217
5280	97647	222198
5281	97665	222179
5282	97684	222162
5283	97703	222144
5284	97723	222128
5285	97741	222109
5286	97760	222091
5287	97777	222069
5288	97795	222050
5289	97816	222037
5290	97833	222016
5291	97851	221997
5292	97870	221978
5293	97888	221960
5294	97907	221942
5295	97924	221921
5296	97943	221901
5297	97960	221880
5298	97979	221863
5299	97997	221845
5300	98017	221829
5301	98037	221813
5302	98055	221793
5303	98072	221772
5304	98090	221753
5305	98109	221736
5306	98130	221721
5307	98148	221702
5308	98166	221684
5309	98184	221663
5310	98202	221644
5311	98220	221624
5312	98240	221609
5313	98257	221588
5314	98275	221568
5315	98293	221549
5316	98315	221537
5317	98334	221520
5318	98351	221499
5319	98369	221479
5320	98388	221461
5321	98406	221442
5322	98424	221422
5323	98442	221403
5324	98460	221383
5325	98478	221363
5326	98499	221350
5327	98517	221332
5328	98538	221318
5329	98557	221300
5330	98576	221283
5331	98594	221264
5332	98614	221249
5333	98633	221232
5334	98652	221213
5335	98669	221193
5336	98688	221175
5337	98707	221158
5338	98726	221141
5339	98744	221122
5340	98763	221103
5341	98781	221084
5342	98800	221066
5343	98820	221051
5344	98839	221034
5345	98857	221013
5346	98876	220998
5347	98896	220981
5348	98914	220961
5349	98930	220939
5350	98948	220919
5351	98965	220897
5352	98984	220879
5353	99002	220859
5354	99020	220839
5355	99039	220822
5356	99057	220803
5357	99074	220781
5358	99097	220773
5359	99119	220761
5360	99137	220742
5361	99153	220719
5362	99170	220697
5363	99188	220677
5364	99205	220656
5365	99222	220634
5366	99240	220613
5367	99256	220591
5368	99276	220575
5369	99296	220560
5370	99314	220541
5371	99333	220522
5372	99350	220500
5373	99367	220478
5374	99385	220461
5375	99405	220444
5376	99423	220425
5377	99441	220406
5378	99460	220388
5379	99479	220371
5380	99498	220354
5381	99517	220335
5382	99536	220318
5383	99553	220296
5384	99570	220276
5385	99588	220256
5386	99606	220236
5387	99626	220220
5388	99644	220201
5389	99660	220178
5390	99679	220159
5391	99699	220145
5392	99717	220126
5393	99736	220107
5394	99755	220090
5395	99774	220072
5396	99794	220057
5397	99814	220042
5398	99832	220022
5399	99850	220002
5400	99867	219982
5401	99885	219962
5402	99904	219944
5403	99920	219921
5404	99937	219900
5405	99956	219882
5406	99975	219865
5407	99994	219847
5408	100015	219835
5409	100035	219819
5410	100053	219800
5411	100073	219784
5412	100106	219798
5413	100136	219804
5414	100164	219806
5415	100188	219800
5416	100205	219778
5417	100222	219756
5418	100240	219736
5419	100257	219715
5420	100275	219696
5421	100295	219680
5422	100312	219659
5423	100331	219641
5424	100349	219622
5425	100368	219605
5426	100388	219589
5427	100407	219572
5428	100425	219552
5429	100443	219532
5430	100462	219514
5431	100480	219496
5432	100498	219476
5433	100517	219458
5434	100535	219440
5435	100556	219425
5436	100574	219406
5437	100592	219386
5438	100609	219365
5439	100626	219344
5440	100644	219324
5441	100662	219304
5442	100681	219287
5443	100700	219270
5444	100719	219251
5445	100737	219233
5446	100757	219216
5447	100775	219197
5448	100795	219182
5449	100813	219162
5450	100831	219143
5451	100849	219123
5452	100866	219101
5453	100884	219083
5454	100903	219064
5455	100920	219043
5456	100938	219023
5457	100956	219003
5458	100976	218988
5459	100995	218971
5460	101013	218951
5461	101032	218935
5462	101051	218917
5463	101069	218897
5464	101087	218877
5465	101105	218857
5466	101124	218841
5467	101143	218824
5468	101162	218805
5469	101180	218787
5470	101201	218773
5471	101219	218753
5472	101238	218736
5473	101255	218715
5474	101274	218698
5475	101293	218680
5476	101312	218661
5477	101330	218643
5478	101349	218625
5479	101368	218609
5480	101387	218590
5481	101406	218572
5482	101423	218550
5483	101441	218532
5484	101461	218517
5485	101479	218496
5486	101498	218479
5487	101517	218462
5488	101535	218443
5489	101553	218423
5490	101572	218405
5491	101589	218384
5492	101608	218366
5493	101627	218348
5494	101646	218332
5495	101665	218315
5496	101684	218296
5497	101702	218277
5498	101722	218261
5499	101740	218242
5500	101759	218226
5501	101780	218212
5502	101798	218192
5503	101816	218173
5504	101835	218156
5505	101854	218137
5506	101873	218119
5507	101892	218103
5508	101911	218085
5509	101930	218068
5510	101948	218049
5511	101967	218031
5512	101986	218013
5513	102006	217998
5514	102024	217979
5515	102042	217960
5516	102062	217943
5517	102081	217925
5518	102099	217906
5519	102117	217887
5520	102136	217869
5521	102153	217849
5522	102171	217829
5523	102190	217812
5524	102211	217797
5525	102229	217779
5526	102248	217760
5527	102267	217743
5528	102285	217725
5529	102303	217705
5530	102320	217683
5531	102339	217666
5532	102359	217650
5533	102379	217634
5534	102401	217623
5535	102420	217607
5536	102438	217587
5537	102458	217571
5538	102476	217552
5539	102495	217535
5540	102512	217513
5541	102530	217493
5542	102548	217474
5543	102567	217456
5544	102585	217437
5545	102603	217417
5546	102621	217398
5547	102639	217378
5548	102658	217360
5549	102678	217344
5550	102697	217328
5551	102716	217311
5552	102735	217292
5553	102753	217272
5554	102771	217254
5555	102791	217238
5556	102810	217220
5557	102827	217199
5558	102846	217181
5559	102864	217162
5560	102883	217144
5561	102902	217127
5562	102919	217106
5563	102937	217087
5564	102956	217068
5565	102976	217053
5566	102994	217033
5567	103014	217019
5568	103032	216998
5569	103049	216978
5570	103068	216960
5571	103087	216942
5572	103105	216922
5573	103122	216901
5574	103141	216883
5575	103160	216866
5576	103179	216848
5577	103197	216829
5578	103216	216812
5579	103234	216791
5580	103251	216771
5581	103270	216754
5582	103290	216737
5583	103309	216721
5584	103328	216702
5585	103347	216685
5586	103367	216669
5587	103386	216653
5588	103405	216635
5589	103424	216618
5590	103443	216599
5591	103460	216578
5592	103479	216560
5593	103497	216541
5594	103515	216521
5595	103533	216502
5596	103551	216483
5597	103570	216466
5598	103588	216445
5599	103606	216426
5600	103625	216409
5601	103643	216390
5602	103662	216372
5603	103681	216354
5604	103700	216336
5605	103719	216319
5606	103737	216300
5607	103755	216281
5608	103775	216265
5609	103794	216246
5610	103812	216228
5611	103829	216206
5612	103846	216185
5613	103864	216165
5614	103883	216147
5615	103902	216131
5616	103920	216109
5617	103937	216089
5618	103957	216073
5619	103974	216052
5620	103993	216034
5621	104012	216017
5622	104029	215996
5623	104048	215978
5624	104067	215960
5625	104085	215941
5626	104103	215922
5627	104121	215901
5628	104139	215882
5629	104158	215864
5630	104176	215845
5631	104194	215827
5632	104214	215809
5633	104232	215790
5634	104249	215770
5635	104269	215754
5636	104289	215738
5637	104306	215718
5638	104323	215696
5639	104342	215678
5640	104360	215659
5641	104379	215640
5642	104397	215620
5643	104414	215599
5644	104431	215578
5645	104449	215558
5646	104467	215539
5647	104486	215521
5648	104507	215507
5649	104527	215492
5650	104546	215475
5651	104565	215458
5652	104584	215439
5653	104603	215423
5654	104620	215401
5655	104638	215381
5656	104655	215361
5657	104672	215339
5658	104691	215320
5659	104708	215300
5660	104727	215283
5661	104747	215266
5662	104767	215252
5663	104786	215233
5664	104805	215216
5665	104823	215197
5666	104841	215176
5667	104859	215158
5668	104878	215140
5669	104898	215124
5670	104915	215104
5671	104934	215086
5672	104953	215069
5673	104972	215050
5674	104991	215033
5675	105009	215013
5676	105027	214994
5677	105047	214978
5678	105065	214959
5679	105084	214943
5680	105103	214923
5681	105120	214903
5682	105139	214885
5683	105157	214866
5684	105176	214848
5685	105196	214832
5686	105215	214816
5687	105233	214797
5688	105251	214777
5689	105270	214759
5690	105288	214740
5691	105307	214722
5692	105326	214703
5693	105344	214684
5694	105363	214667
5695	105382	214650
5696	105401	214631
5697	105420	214614
5698	105438	214595
5699	105457	214577
5700	105483	214574
5701	105505	214563
5702	105523	214544
5703	105542	214527
5704	105564	214514
5705	105582	214495
5706	105602	214480
5707	105621	214462
5708	105639	214443
5709	105659	214427
5710	105679	214411
5711	105698	214394
5712	105718	214378
5713	105737	214361
5714	105756	214343
5715	105775	214326
5716	105794	214309
5717	105811	214287
5718	105828	214266
5719	105846	214246
5720	105863	214225
5721	105882	214208
5722	105902	214191
5723	105920	214173
5724	105939	214154
5725	105960	214140
5726	105977	214120
5727	105998	214105
5728	106015	214084
5729	106033	214064
5730	106051	214046
5731	106071	214029
5732	106089	214011
5733	106108	213992
5734	106125	213971
5735	106144	213954
5736	106163	213936
5737	106180	213914
5738	106199	213898
5739	106217	213877
5740	106236	213860
5741	106256	213845
5742	106278	213833
5743	106296	213815
5744	106313	213793
5745	106332	213774
5746	106349	213753
5747	106366	213731
5748	106383	213709
5749	106401	213691
5750	106420	213673
5751	106439	213656
5752	106459	213641
5753	106477	213621
5754	106494	213600
5755	106512	213580
5756	106530	213560
5757	106550	213544
5758	106567	213524
5759	106585	213504
5760	106603	213485
5761	106624	213470
5762	106643	213454
5763	106664	213439
5764	106683	213421
5765	106702	213404
5766	106720	213385
5767	106738	213365
5768	106757	213348
5769	106777	213332
5770	106796	213314
5771	106814	213295
5772	106831	213274
5773	106850	213256
5774	106867	213235
5775	106887	213218
5776	106905	213199
5777	106922	213179
5778	106941	213161
5779	106960	213143
5780	106980	213127
5781	106998	213109
5782	107016	213088
5783	107033	213068
5784	107051	213048
5785	107072	213033
5786	107090	213015
5787	107109	212997
5788	107128	212980
5789	107148	212964
5790	107168	212949
5791	107186	212929
5792	107204	212910
5793	107222	212891
5794	107241	212873
5795	107261	212856
5796	107280	212839
5797	107298	212820
5798	107318	212804
5799	107337	212787
5800	107355	212768
5801	107373	212748
5802	107391	212729
5803	107410	212711
5804	107429	212692
5805	107447	212674
5806	107467	212659
5807	107487	212642
5808	107505	212623
5809	107523	212605
5810	107542	212587
5811	107559	212565
5812	107578	212547
5813	107595	212526
5814	107614	212509
5815	107632	212489
5816	107651	212470
5817	107671	212456
5818	107690	212439
5819	107709	212419
5820	107727	212401
5821	107746	212383
5822	107765	212366
5823	107783	212346
5824	107800	212326
5825	107819	212308
5826	107838	212289
5827	107856	212270
5828	107875	212253
5829	107895	212238
5830	107914	212219
5831	107932	212201
5832	107953	212186
5833	107971	212167
5834	107989	212148
5835	108007	212128
5836	108024	212107
5837	108043	212089
5838	108062	212071
5839	108079	212051
5840	108096	212029
5841	108115	212011
5842	108134	211994
5843	108153	211977
5844	108171	211956
5845	108190	211939
5846	108209	211921
5847	108229	211905
5848	108248	211889
5849	108267	211871
5850	108285	211851
5851	108302	211829
5852	108319	211808
5853	108338	211790
5854	108357	211773
5855	108375	211753
5856	108393	211735
5857	108412	211717
5858	108431	211700
5859	108450	211682
5860	108469	211665
5861	108489	211648
5862	108509	211633
5863	108528	211616
5864	108546	211595
5865	108565	211579
5866	108583	211558
5867	108600	211538
5868	108618	211519
5869	108636	211499
5870	108654	211479
5871	108672	211460
5872	108690	211439
5873	108707	211418
5874	108725	211398
5875	108746	211385
5876	108765	211367
5877	108782	211346
5878	108800	211326
5879	108817	211306
5880	108835	211287
5881	108854	211268
5882	108871	211248
5883	108890	211229
5884	108907	211208
5885	108926	211191
5886	108947	211176
5887	108965	211158
5888	108984	211139
5889	109002	211120
5890	109020	211101
5891	109038	211081
5892	109056	211061
5893	109073	211041
5894	109093	211024
5895	109112	211008
5896	109132	210991
5897	109151	210973
5898	109170	210956
5899	109189	210940
5900	109208	210922
5901	109228	210906
5902	109248	210890
5903	109266	210871
5904	109283	210850
5905	109301	210830
5906	109321	210814
5907	109342	210800
5908	109361	210783
5909	109379	210764
5910	109398	210746
5911	109416	210727
5912	109436	210710
5913	109453	210690
5914	109473	210674
5915	109491	210655
5916	109510	210637
5917	109529	210619
5918	109547	210600
5919	109566	210583
5920	109584	210563
5921	109603	210544
5922	109619	210522
5923	109639	210506
5924	109658	210488
5925	109677	210471
5926	109695	210452
5927	109714	210434
5928	109734	210418
5929	109755	210403
5930	109773	210385
5931	109792	210368
5932	109810	210347
5933	109828	210329
5934	109847	210311
5935	109865	210290
5936	109883	210271
5937	109903	210255
5938	109922	210238
5939	109942	210222
5940	109961	210205
5941	109981	210190
5942	109999	210170
5943	110019	210154
5944	110041	210143
5945	110061	210128
5946	110079	210107
5947	110097	210088
5948	110115	210068
5949	110132	210048
5950	110151	210029
5951	110169	210010
5952	110186	209990
5953	110205	209971
5954	110224	209954
5955	110246	209942
5956	110264	209923
5957	110285	209908
5958	110305	209893
5959	110323	209873
5960	110342	209856
5961	110362	209841
5962	110381	209822
5963	110398	209802
5964	110416	209782
5965	110435	209764
5966	110454	209746
5967	110473	209729
5968	110490	209707
5969	110507	209687
5970	110525	209666
5971	110543	209648
5972	110562	209629
5973	110580	209609
5974	110598	209591
5975	110617	209572
5976	110635	209553
5977	110655	209537
5978	110674	209520
5979	110693	209502
5980	110712	209485
5981	110733	209470
5982	110753	209455
5983	110772	209439
5984	110791	209421
5985	110809	209401
5986	110826	209380
5987	110845	209362
5988	110862	209341
5989	110881	209323
5990	110900	209306
5991	110920	209290
5992	110939	209272
5993	110957	209253
5994	110974	209232
5995	110991	209210
5996	111008	209190
5997	111029	209176
5998	111051	209162
5999	111068	209142
6000	111085	209120
6001	111104	209102
6002	111123	209086
6003	111141	209065
6004	111161	209050
6005	111178	209028
6006	111195	209007
6007	111214	208989
6008	111233	208973
6009	111252	208955
6010	111271	208937
6011	111289	208918
6012	111308	208899
6013	111327	208881
6014	111345	208863
6015	111364	208844
6016	111383	208827
6017	111400	208807
6018	111419	208788
6019	111437	208769
6020	111455	208750
